Warehouse,WeekEnding,PurchaseOrderPcs,Containers,ProductionPcs,TransferInPcs,TransferInCubes,TransferInTrucks,TransferOutPcs,TransferOutCubes,TranferOutTrucks,FinancialDivision
5  ,2026-10-17,1961,12,0,3194,32952,10,0,0,0,Domestic Casegoods
5  ,2026-10-17,10956,15,0,309,968,0,153,949,0,Import Bedding
5  ,2026-10-17,25758,96,0,3296,15177,5,2000,11913,4,Import Casegoods
5  ,2026-10-17,3436,48,0,61,493,0,191,1122,0,Imported Upholstery
5  ,2026-10-17,50,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-10-17,15074,290,0,1068,53530,17,0,0,0,Upholstery
ECR,2026-10-17,0,0,0,8970,65386,20,152,1004,0,Domestic Bedding
ECR,2026-10-17,29,0,0,10010,115211,36,0,0,0,Domestic Casegoods
ECR,2026-10-17,5054,11,0,322,1071,0,0,0,0,Import Bedding
ECR,2026-10-17,30441,120,0,2948,16142,5,1790,3780,1,Import Casegoods
ECR,2026-10-17,5461,78,0,72,525,0,94,1195,0,Imported Upholstery
ECR,2026-10-17,176,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-10-17,88,2,30960,6711,260508,81,4918,220303,67,Upholstery
1  ,2026-10-24,0,0,0,7587,55393,17,0,0,0,Domestic Bedding
1  ,2026-10-24,10,0,45003,0,0,0,28081,316436,96,Domestic Casegoods
1  ,2026-10-24,4697,11,0,239,904,0,0,0,0,Import Bedding
1  ,2026-10-24,28438,103,175,2771,17511,5,710,2743,1,Import Casegoods
1  ,2026-10-24,3486,49,0,127,1027,0,0,0,0,Imported Upholstery
1  ,2026-10-24,38,0,19764,5367,261724,82,2020,102409,31,Upholstery
15 ,2026-10-24,0,0,0,11059,81128,25,0,0,0,Domestic Bedding
15 ,2026-10-24,2977,19,0,4520,44833,14,0,0,0,Domestic Casegoods
15 ,2026-10-24,9192,19,0,88,257,0,0,0,0,Import Bedding
15 ,2026-10-24,23862,83,0,1923,13003,4,3033,15785,5,Import Casegoods
15 ,2026-10-24,1490,22,0,148,2373,1,7,156,0,Imported Upholstery
15 ,2026-10-24,99,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-10-24,1181,16,13569,2800,115321,36,0,0,0,Upholstery
17 ,2026-10-24,0,0,0,6684,49681,16,0,0,0,Domestic Bedding
17 ,2026-10-24,3119,19,0,5222,49558,15,0,0,0,Domestic Casegoods
17 ,2026-10-24,5289,13,0,307,959,0,42,288,0,Import Bedding
17 ,2026-10-24,25505,106,0,4021,24567,8,17,207,0,Import Casegoods
17 ,2026-10-24,4363,65,0,114,2196,1,1,22,0,Imported Upholstery
17 ,2026-10-24,1689,25,11196,3662,144214,45,0,0,0,Upholstery
28 ,2026-10-24,0,0,0,5748,42623,13,0,0,0,Domestic Bedding
28 ,2026-10-24,17,0,0,4125,49677,16,0,0,0,Domestic Casegoods
28 ,2026-10-24,4600,7,0,166,539,0,0,0,0,Import Bedding
28 ,2026-10-24,12748,51,0,3125,20052,6,40,1022,0,Import Casegoods
28 ,2026-10-24,1773,26,0,77,1416,0,0,0,0,Imported Upholstery
28 ,2026-10-24,617,10,3822,5376,238017,74,0,0,0,Upholstery
335,2026-10-24,12,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-10-24,56,0,0,0,0,0,0,0,0,Import Bedding
335,2026-10-24,30012,129,0,0,0,0,0,0,0,Import Casegoods
335,2026-10-24,6516,103,0,0,0,0,0,0,0,Imported Upholstery
335,2026-10-24,12340,202,0,0,0,0,0,0,0,Upholstery
42 ,2026-10-24,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-10-24,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-10-24,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-10-24,0,0,0,9925,74126,23,0,0,0,Domestic Bedding
5  ,2026-10-24,2008,12,0,3444,33706,11,0,0,0,Domestic Casegoods
5  ,2026-10-24,3225,7,0,299,859,0,154,1052,0,Import Bedding
5  ,2026-10-24,25798,95,0,3090,14293,4,2289,13115,4,Import Casegoods
5  ,2026-10-24,3469,47,0,69,700,0,224,1364,0,Imported Upholstery
5  ,2026-10-24,68,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-10-24,14790,284,0,985,50229,16,0,0,0,Upholstery
ECR,2026-10-24,0,0,0,5351,38829,12,238,1585,0,Domestic Bedding
ECR,2026-10-24,37,0,0,9561,108162,34,0,0,0,Domestic Casegoods
ECR,2026-10-24,6117,13,0,255,917,0,0,0,0,Import Bedding
ECR,2026-10-24,29820,117,0,2718,12540,4,2075,4246,1,Import Casegoods
ECR,2026-10-24,3625,50,0,65,448,0,105,1390,0,Imported Upholstery
ECR,2026-10-24,63,0,0,0,0,0,0,0,0,Marketplace
ECR,2026-10-24,86,2,30264,6462,248631,78,6546,298053,90,Upholstery
1  ,2026-10-31,0,0,0,12616,94210,29,0,0,0,Domestic Bedding
1  ,2026-10-31,45,0,45440,0,0,0,29355,314835,95,Domestic Casegoods
1  ,2026-10-31,5201,13,0,204,840,0,0,0,0,Import Bedding
1  ,2026-10-31,39522,140,108,3633,21426,7,646,2586,1,Import Casegoods
1  ,2026-10-31,6020,85,0,184,1518,0,0,0,0,Imported Upholstery
1  ,2026-10-31,58,1,25345,7189,352857,110,1967,99882,30,Upholstery
15 ,2026-10-31,0,0,0,13897,105570,33,0,0,0,Domestic Bedding
15 ,2026-10-31,3938,26,0,4845,53321,17,0,0,0,Domestic Casegoods
15 ,2026-10-31,4770,9,0,94,451,0,0,0,0,Import Bedding
15 ,2026-10-31,31720,115,0,2765,18837,6,3269,16976,5,Import Casegoods
15 ,2026-10-31,3424,51,0,218,3581,1,0,0,0,Imported Upholstery
15 ,2026-10-31,107,1,0,0,0,0,0,0,0,Marketplace
15 ,2026-10-31,2272,32,13569,3296,133613,42,0,0,0,Upholstery
17 ,2026-10-31,0,0,0,14196,106706,33,0,0,0,Domestic Bedding
17 ,2026-10-31,3996,26,0,5296,54266,17,0,0,0,Domestic Casegoods
17 ,2026-10-31,6525,17,0,364,1223,0,54,371,0,Import Bedding
17 ,2026-10-31,34574,142,0,4985,27209,9,37,179,0,Import Casegoods
17 ,2026-10-31,4455,63,0,186,3590,1,0,0,0,Imported Upholstery
17 ,2026-10-31,1873,28,14351,3854,152374,48,0,0,0,Upholstery
28 ,2026-10-31,0,0,0,1959,14925,5,0,0,0,Domestic Bedding
28 ,2026-10-31,47,0,0,4754,54543,17,0,0,0,Domestic Casegoods
28 ,2026-10-31,1102,2,0,245,753,0,0,0,0,Import Bedding
28 ,2026-10-31,17759,71,0,3693,23571,7,0,0,0,Import Casegoods
28 ,2026-10-31,2928,43,0,114,2022,1,0,0,0,Imported Upholstery
28 ,2026-10-31,931,15,5712,7288,324310,101,0,0,0,Upholstery
335,2026-10-31,15,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-10-31,50,0,0,0,0,0,0,0,0,Import Bedding
335,2026-10-31,38992,166,0,0,0,0,0,0,0,Import Casegoods
335,2026-10-31,8220,127,0,0,0,0,0,0,0,Imported Upholstery
335,2026-10-31,14232,233,0,0,0,0,0,0,0,Upholstery
42 ,2026-10-31,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-10-31,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-10-31,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-10-31,0,0,0,13793,103885,32,0,0,0,Domestic Bedding
5  ,2026-10-31,2653,18,0,3210,33689,11,0,0,0,Domestic Casegoods
5  ,2026-10-31,1022,5,0,264,998,0,113,690,0,Import Bedding
5  ,2026-10-31,33049,121,0,3050,13099,4,1992,11212,3,Import Casegoods
5  ,2026-10-31,5351,74,0,75,740,0,152,947,0,Imported Upholstery
5  ,2026-10-31,91,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-10-31,20755,394,0,1207,62618,20,0,0,0,Upholstery
ECR,2026-10-31,0,0,0,13230,97253,30,153,1004,0,Domestic Bedding
ECR,2026-10-31,53,0,0,9976,120617,38,0,0,0,Domestic Casegoods
ECR,2026-10-31,11337,20,0,335,1229,0,0,0,0,Import Bedding
ECR,2026-10-31,39274,152,0,3018,15936,5,2365,5168,2,Import Casegoods
ECR,2026-10-31,6904,100,0,91,622,0,106,1361,0,Imported Upholstery
ECR,2026-10-31,194,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-10-31,156,3,32903,7142,278815,87,6152,276308,84,Upholstery
1  ,2026-11-07,0,0,0,6917,50889,16,0,0,0,Domestic Bedding
1  ,2026-11-07,22,0,44394,0,0,0,27772,305484,93,Domestic Casegoods
1  ,2026-11-07,2105,6,0,362,1296,0,0,0,0,Import Bedding
1  ,2026-11-07,32211,115,122,3572,20132,6,580,2600,1,Import Casegoods
1  ,2026-11-07,2708,38,0,189,1448,0,0,0,0,Imported Upholstery
1  ,2026-11-07,42,0,23997,6654,327700,102,1935,97996,30,Upholstery
15 ,2026-11-07,0,0,0,8978,66747,21,0,0,0,Domestic Bedding
15 ,2026-11-07,2950,18,0,5073,49306,15,0,0,0,Domestic Casegoods
15 ,2026-11-07,7268,9,0,173,684,0,0,0,0,Import Bedding
15 ,2026-11-07,26752,94,0,2463,13707,4,2596,12268,4,Import Casegoods
15 ,2026-11-07,2170,32,0,163,2599,1,0,0,0,Imported Upholstery
15 ,2026-11-07,120,1,0,0,0,0,0,0,0,Marketplace
15 ,2026-11-07,1444,20,13569,3117,126422,40,0,0,0,Upholstery
17 ,2026-11-07,0,0,0,6799,50174,16,0,0,0,Domestic Bedding
17 ,2026-11-07,3112,19,0,5694,56929,18,0,0,0,Domestic Casegoods
17 ,2026-11-07,2979,7,0,282,961,0,32,219,0,Import Bedding
17 ,2026-11-07,29325,118,0,4530,22159,7,13,133,0,Import Casegoods
17 ,2026-11-07,3700,54,0,133,2723,1,0,0,0,Imported Upholstery
17 ,2026-11-07,1661,25,13781,4018,156915,49,0,0,0,Upholstery
28 ,2026-11-07,0,0,0,2343,17664,6,0,0,0,Domestic Bedding
28 ,2026-11-07,16,0,0,4650,55028,17,0,0,0,Domestic Casegoods
28 ,2026-11-07,501,2,0,183,623,0,0,0,0,Import Bedding
28 ,2026-11-07,15168,61,0,3848,23106,7,0,0,0,Import Casegoods
28 ,2026-11-07,2238,33,0,100,1809,1,4,89,0,Imported Upholstery
28 ,2026-11-07,759,12,4578,6581,293220,92,0,0,0,Upholstery
335,2026-11-07,13,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-11-07,50,0,0,0,0,0,0,0,0,Import Bedding
335,2026-11-07,35487,151,0,0,0,0,0,0,0,Import Casegoods
335,2026-11-07,7474,117,0,0,0,0,0,0,0,Imported Upholstery
335,2026-11-07,14697,241,0,0,0,0,0,0,0,Upholstery
42 ,2026-11-07,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-11-07,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-11-07,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-11-07,0,0,0,8253,61939,19,0,0,0,Domestic Bedding
5  ,2026-11-07,2057,13,0,3689,36842,12,0,0,0,Domestic Casegoods
5  ,2026-11-07,983,4,0,335,1010,0,36,220,0,Import Bedding
5  ,2026-11-07,29533,108,0,3580,16019,5,920,5846,2,Import Casegoods
5  ,2026-11-07,3830,53,0,77,635,0,62,371,0,Imported Upholstery
5  ,2026-11-07,87,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-11-07,17816,342,0,1216,61905,19,0,0,0,Upholstery
ECR,2026-11-07,0,0,0,8180,59097,18,133,882,0,Domestic Bedding
ECR,2026-11-07,36,0,0,10249,116731,36,0,0,0,Domestic Casegoods
ECR,2026-11-07,1419,3,0,385,1314,0,0,0,0,Import Bedding
ECR,2026-11-07,33581,130,0,3132,16236,5,2229,4617,1,Import Casegoods
ECR,2026-11-07,5236,74,0,95,658,0,106,1361,0,Imported Upholstery
ECR,2026-11-07,180,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-11-07,96,2,31736,7521,290095,91,6043,272382,83,Upholstery
1  ,2026-11-14,0,0,0,6548,48118,15,0,0,0,Domestic Bedding
1  ,2026-11-14,28,0,19472,0,0,0,0,0,0,Domestic Casegoods
1  ,2026-11-14,3070,6,0,349,1192,0,0,0,0,Import Bedding
1  ,2026-11-14,32249,116,10,3172,18472,6,0,0,0,Import Casegoods
1  ,2026-11-14,3635,51,0,127,1144,0,0,0,0,Imported Upholstery
1  ,2026-11-14,39,0,21833,6613,326355,102,0,0,0,Upholstery
15 ,2026-11-14,0,0,0,8907,65823,21,0,0,0,Domestic Bedding
15 ,2026-11-14,2885,19,0,4937,50747,16,0,0,0,Domestic Casegoods
15 ,2026-11-14,744,2,0,136,537,0,0,0,0,Import Bedding
15 ,2026-11-14,24717,89,0,1947,12753,4,0,0,0,Import Casegoods
15 ,2026-11-14,2163,32,0,165,2504,1,0,0,0,Imported Upholstery
15 ,2026-11-14,126,1,0,0,0,0,0,0,0,Marketplace
15 ,2026-11-14,1453,20,13569,3091,126243,39,0,0,0,Upholstery
17 ,2026-11-14,0,0,0,6572,49197,15,0,0,0,Domestic Bedding
17 ,2026-11-14,3157,20,0,5326,53098,17,0,0,0,Domestic Casegoods
17 ,2026-11-14,2205,5,0,465,1398,0,0,0,0,Import Bedding
17 ,2026-11-14,29196,118,0,4869,24482,8,0,0,0,Import Casegoods
17 ,2026-11-14,3756,54,0,137,2528,1,0,0,0,Imported Upholstery
17 ,2026-11-14,1677,25,13884,3938,154476,48,0,0,0,Upholstery
28 ,2026-11-14,0,0,0,5047,37570,12,0,0,0,Domestic Bedding
28 ,2026-11-14,32,0,0,4500,52171,16,0,0,0,Domestic Casegoods
28 ,2026-11-14,557,2,0,206,625,0,0,0,0,Import Bedding
28 ,2026-11-14,15227,60,0,3413,22406,7,0,0,0,Import Casegoods
28 ,2026-11-14,2222,32,0,94,1619,1,0,0,0,Imported Upholstery
28 ,2026-11-14,741,12,4842,6522,289765,91,0,0,0,Upholstery
335,2026-11-14,15,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-11-14,52,0,0,0,0,0,0,0,0,Import Bedding
335,2026-11-14,35529,151,0,0,0,0,0,0,0,Import Casegoods
335,2026-11-14,7515,118,0,0,0,0,0,0,0,Imported Upholstery
335,2026-11-14,14587,239,0,0,0,0,0,0,0,Upholstery
42 ,2026-11-14,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-11-14,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-11-14,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-11-14,0,0,0,8050,60004,19,0,0,0,Domestic Bedding
5  ,2026-11-14,1976,13,0,3312,34769,11,0,0,0,Domestic Casegoods
5  ,2026-11-14,984,4,0,270,943,0,0,0,0,Import Bedding
5  ,2026-11-14,27752,104,0,3479,15770,5,0,0,0,Import Casegoods
5  ,2026-11-14,3737,53,0,75,622,0,0,0,0,Imported Upholstery
5  ,2026-11-14,86,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-11-14,17890,345,0,1126,57418,18,0,0,0,Upholstery
ECR,2026-11-14,0,0,0,7414,54242,17,0,0,0,Domestic Bedding
ECR,2026-11-14,54,0,0,9697,114699,36,0,0,0,Domestic Casegoods
ECR,2026-11-14,1335,3,0,308,1169,0,0,0,0,Import Bedding
ECR,2026-11-14,32185,129,0,2864,15141,5,0,0,0,Import Casegoods
ECR,2026-11-14,5199,75,0,85,582,0,0,0,0,Imported Upholstery
ECR,2026-11-14,178,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-11-14,97,2,30494,6909,269819,84,0,0,0,Upholstery
,,10657882,66784,4512870,4344773,68762732,21433,1931370,26442297,7959,
