Row Labels,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,Sum of PurchaseOrderPcs,Sum of Containers,Sum of TransferInPcs,Sum of TransferInTrucks,Sum of TransferOutPcs,Sum of ProductionPcs,,,,,,,,,,,,,,,,,,,,,,
2026-06-20 00:00:00,5735,41,36,18853,5,1.33,6.65,120093,2026-06-20 00:00:00,5735,41,36,11179,5,1.75,8.75,64736,2026-06-20 00:00:00,5735,41,36,4106,5,8.66,43.3,57663,2026-06-20 00:00:00,5735,41,36,11179,5,2.19,10.95,64736,2026-06-20 00:00:00,5735,41,36,18853,5,5.278,26.389999999999997,72410,2026-06-20 00:00:00,5735,41,36,18853,5,1.103,5.515,72410,2026-06-20 00:00:00,0,0,0,0,0,1,0,,2026-06-20 00:00:00,18359,291,0,0,0,1.492,0
2026-06-27 00:00:00,5505,34,35,20346,6,1.33,7.98,108541,2026-06-27 00:00:00,5505,34,35,13569,6,1.75,10.5,64106,2026-06-27 00:00:00,5505,34,35,3813,6,8.66,51.96,54350,2026-06-27 00:00:00,5505,34,35,13569,6,2.19,13.14,64106,2026-06-27 00:00:00,5505,34,35,20346,6,5.278,31.668,70883,2026-06-27 00:00:00,5505,34,35,20346,6,1.103,6.618,70883,2026-06-27 00:00:00,0,0,0,0,0,1,0,,2026-06-27 00:00:00,18770,299,0,0,0,1.492,0
2026-07-04 00:00:00,6005,52,34,22279,8,1.33,10.64,114570,2026-07-04 00:00:00,6005,52,34,3035,8,1.75,14,54710,2026-07-04 00:00:00,6005,52,34,3444,8,8.66,69.28,55119,2026-07-04 00:00:00,6005,52,34,3035,8,2.19,17.52,54710,2026-07-04 00:00:00,6005,52,34,22279,8,5.278,42.224,73954,2026-07-04 00:00:00,6005,52,34,22279,8,1.103,8.824,73954,2026-07-04 00:00:00,0,0,0,0,0,1,0,,2026-07-04 00:00:00,17329,278,0,0,0,1.492,0
2026-07-11 00:00:00,5598,37,37,24023,7,1.33,9.31,124621,2026-07-11 00:00:00,5598,37,37,11267,7,1.75,12.25,65296,2026-07-11 00:00:00,5598,37,37,3827,7,8.66,60.620000000000005,57856,2026-07-11 00:00:00,5598,37,37,11267,7,2.19,15.33,65296,2026-07-11 00:00:00,5598,37,37,24023,7,5.278,36.946,78052,2026-07-11 00:00:00,5598,37,37,24023,7,1.103,7.721,78052,2026-07-11 00:00:00,0,0,0,0,0,1,0,,2026-07-11 00:00:00,18806,300,0,0,0,1.492,0
2026-07-18 00:00:00,6047,46,38,21105,7,1.33,9.31,123190,2026-07-18 00:00:00,6047,46,38,12030,7,1.75,12.25,68412,2026-07-18 00:00:00,6047,46,38,4247,7,8.66,60.620000000000005,60629,2026-07-18 00:00:00,6047,46,38,12030,7,2.19,15.33,68412,2026-07-18 00:00:00,6047,46,38,21105,7,5.278,36.946,77487,2026-07-18 00:00:00,6047,46,38,21105,7,1.103,7.721,77487,2026-07-18 00:00:00,0,0,0,0,0,1,0,,2026-07-18 00:00:00,18641,298,0,0,0,1.492,0
2026-07-25 00:00:00,5939,43,36,19115,5,1.33,6.65,119302,2026-07-25 00:00:00,5939,43,36,11592,5,1.75,8.75,62891,2026-07-25 00:00:00,5939,43,36,4083,5,8.66,43.3,55382,2026-07-25 00:00:00,5939,43,36,11592,5,2.19,10.95,62891,2026-07-25 00:00:00,5939,43,36,19115,5,5.278,26.389999999999997,70414,2026-07-25 00:00:00,5939,43,36,19115,5,1.103,5.515,70414,2026-07-25 00:00:00,0,0,0,0,0,1,0,,2026-07-25 00:00:00,17221,272,0,0,0,1.492,0
2026-08-01 00:00:00,7949,72,38,22420,1,1.33,1.33,136997,2026-08-01 00:00:00,7949,72,38,12747,1,1.75,1.75,82670,2026-08-01 00:00:00,7949,72,38,4856,1,8.66,8.66,74779,2026-08-01 00:00:00,7949,72,38,12747,1,2.19,2.19,82670,2026-08-01 00:00:00,7949,72,38,22420,1,5.278,5.278,92343,2026-08-01 00:00:00,7949,72,38,22420,1,1.103,1.103,92343,2026-08-01 00:00:00,0,0,0,0,0,1,0,,2026-08-01 00:00:00,20861,330,0,0,0,1.492,0
2026-08-08 00:00:00,6413,46,39,20270,1,1.33,1.33,121152,2026-08-08 00:00:00,6413,46,39,12834,1,1.75,1.75,66681,2026-08-08 00:00:00,6413,46,39,4173,1,8.66,8.66,58020,2026-08-08 00:00:00,6413,46,39,12834,1,2.19,2.19,66681,2026-08-08 00:00:00,6413,46,39,20270,1,5.278,5.278,74117,2026-08-08 00:00:00,6413,46,39,20270,1,1.103,1.103,74117,2026-08-08 00:00:00,0,0,0,0,0,1,0,,2026-08-08 00:00:00,19214,304,0,0,0,1.492,0
2026-08-15 00:00:00,6233,46,37,20133,1,1.33,1.33,122825,2026-08-15 00:00:00,6233,46,37,11596,1,1.75,1.75,67004,2026-08-15 00:00:00,6233,46,37,4206,1,8.66,8.66,59614,2026-08-15 00:00:00,6233,46,37,11596,1,2.19,2.19,67004,2026-08-15 00:00:00,6233,46,37,20133,1,5.278,5.278,75541,2026-08-15 00:00:00,6233,46,37,20133,1,1.103,1.103,75541,2026-08-15 00:00:00,0,0,0,0,0,1,0,,2026-08-15 00:00:00,18979,305,0,0,0,1.492,0
2026-08-22 00:00:00,6163,45,38,19762,1,1.33,1.33,127519,2026-08-22 00:00:00,6163,45,38,11572,1,1.75,1.75,67679,2026-08-22 00:00:00,6163,45,38,4103,1,8.66,8.66,60210,2026-08-22 00:00:00,6163,45,38,11572,1,2.19,2.19,67679,2026-08-22 00:00:00,6163,45,38,19762,1,5.278,5.278,75869,2026-08-22 00:00:00,6163,45,38,19762,1,1.103,1.103,75869,2026-08-22 00:00:00,0,0,0,0,0,1,0,,2026-08-22 00:00:00,18358,291,0,0,0,1.492,0
2026-08-29 00:00:00,5229,27,41,17994,2,1.33,2.66,108708,2026-08-29 00:00:00,5229,27,41,12682,2,1.75,3.5,57342,2026-08-29 00:00:00,5229,27,41,4213,2,8.66,17.32,48873,2026-08-29 00:00:00,5229,27,41,12682,2,2.19,4.38,57342,2026-08-29 00:00:00,5229,27,41,17994,2,5.278,10.556,62654,2026-08-29 00:00:00,5229,27,41,17994,2,1.103,2.206,62654,2026-08-29 00:00:00,0,0,0,0,0,1,0,,2026-08-29 00:00:00,18443,294,0,0,0,1.492,0
2026-09-05 00:00:00,6488,48,38,20939,1,1.33,1.33,128662,2026-09-05 00:00:00,6488,48,38,12690,1,1.75,1.75,,2026-09-05 00:00:00,6488,48,38,4198,1,8.66,8.66,,2026-09-05 00:00:00,6488,48,38,12690,1,2.19,2.19,,2026-09-05 00:00:00,6488,48,38,20939,1,5.278,5.278,,2026-09-05 00:00:00,6488,48,38,20939,1,1.103,1.103,,2026-09-05 00:00:00,0,0,0,0,0,1,0,,2026-09-05 00:00:00,20848,331,0,0,0,1.492,0
2026-09-12 00:00:00,6671,50,40,21513,2,1.33,2.66,,2026-09-12 00:00:00,6671,50,40,12891,2,1.75,3.5,,2026-09-12 00:00:00,6671,50,40,4160,2,8.66,17.32,,2026-09-12 00:00:00,6671,50,40,12891,2,2.19,4.38,,2026-09-12 00:00:00,6671,50,40,21513,2,5.278,10.556,,2026-09-12 00:00:00,6671,50,40,21513,2,1.103,2.206,,2026-09-12 00:00:00,0,0,0,0,0,1,0,,2026-09-12 00:00:00,20185,319,0,0,0,1.492,0
2026-09-19 00:00:00,6092,45,36,19336,0,1.33,0,,2026-09-19 00:00:00,6092,45,36,12402,0,1.75,0,,2026-09-19 00:00:00,6092,45,36,4047,0,8.66,0,,2026-09-19 00:00:00,6092,45,36,12402,0,2.19,0,,2026-09-19 00:00:00,6092,45,36,19336,0,5.278,0,,2026-09-19 00:00:00,6092,45,36,19336,0,1.103,0,,2026-09-19 00:00:00,0,0,0,0,0,1,0,,2026-09-19 00:00:00,19166,304,0,0,0,1.492,0
2026-09-26 00:00:00,6177,46,37,20221,0,1.33,0,,2026-09-26 00:00:00,6177,46,37,12029,0,1.75,0,,2026-09-26 00:00:00,6177,46,37,4069,0,8.66,0,,2026-09-26 00:00:00,6177,46,37,12029,0,2.19,0,,2026-09-26 00:00:00,6177,46,37,20221,0,5.278,0,,2026-09-26 00:00:00,6177,46,37,20221,0,1.103,0,,2026-09-26 00:00:00,0,0,0,0,0,1,0,,2026-09-26 00:00:00,19315,308,0,0,0,1.492,0
2026-10-03 00:00:00,6991,57,37,21808,0,1.33,0,,2026-10-03 00:00:00,6991,57,37,12746,0,1.75,0,,2026-10-03 00:00:00,6991,57,37,3261,0,8.66,0,,2026-10-03 00:00:00,6991,57,37,12746,0,2.19,0,,2026-10-03 00:00:00,6991,57,37,21808,0,5.278,0,,2026-10-03 00:00:00,6991,57,37,21808,0,1.103,0,,2026-10-03 00:00:00,0,0,0,0,0,1,0,,2026-10-03 00:00:00,20161,322,0,0,0,1.492,0
2026-10-10 00:00:00,6565,50,38,20289,0,1.33,0,,2026-10-10 00:00:00,6565,50,38,12127,0,1.75,0,,2026-10-10 00:00:00,6565,50,38,4282,0,8.66,0,,2026-10-10 00:00:00,6565,50,38,12127,0,2.19,0,,2026-10-10 00:00:00,6565,50,38,20289,0,5.278,0,,2026-10-10 00:00:00,6565,50,38,20289,0,1.103,0,,2026-10-10 00:00:00,0,0,0,0,0,1,0,,2026-10-10 00:00:00,19475,315,0,0,0,1.492,0
2026-10-17 00:00:00,7023,56,39,19970,13,1.33,17.29,,2026-10-17 00:00:00,7023,56,39,13569,13,1.75,22.75,,2026-10-17 00:00:00,7023,56,39,4232,13,8.66,112.58,,2026-10-17 00:00:00,7023,56,39,13569,13,2.19,28.47,,2026-10-17 00:00:00,7023,56,39,19970,13,5.278,68.61399999999999,,2026-10-17 00:00:00,7023,56,39,19970,13,1.103,14.339,,2026-10-17 00:00:00,0,0,0,0,0,1,0,,2026-10-17 00:00:00,19287,313,0,0,0,1.492,0
2026-10-24 00:00:00,5619,38,37,19764,7,1.33,9.31,,2026-10-24 00:00:00,5619,38,37,13569,7,1.75,12.25,,2026-10-24 00:00:00,5619,38,37,3822,7,8.66,60.620000000000005,,2026-10-24 00:00:00,5619,38,37,13569,7,2.19,15.33,,2026-10-24 00:00:00,5619,38,37,19764,7,5.278,36.946,,2026-10-24 00:00:00,5619,38,37,19764,7,1.103,7.721,,2026-10-24 00:00:00,0,0,0,0,0,1,0,,2026-10-24 00:00:00,18856,305,0,0,0,1.492,0
2026-10-31 00:00:00,9210,83,43,25345,0,1.33,0,,2026-10-31 00:00:00,9210,83,43,13569,0,1.75,0,,2026-10-31 00:00:00,9210,83,43,5712,0,8.66,0,,2026-10-31 00:00:00,9210,83,43,13569,0,2.19,0,,2026-10-31 00:00:00,9210,83,43,25345,0,5.278,0,,2026-10-31 00:00:00,9210,83,43,25345,0,1.103,0,,2026-10-31 00:00:00,0,0,0,0,0,1,0,,2026-10-31 00:00:00,22452,360,0,0,0,1.492,0
2026-11-07 00:00:00,6894,52,41,23997,0,1.33,0,,2026-11-07 00:00:00,6894,52,41,13569,0,1.75,0,,2026-11-07 00:00:00,6894,52,41,4578,0,8.66,0,,2026-11-07 00:00:00,6894,52,41,13569,0,2.19,0,,2026-11-07 00:00:00,6894,52,41,23997,0,5.278,0,,2026-11-07 00:00:00,6894,52,41,23997,0,1.103,0,,2026-11-07 00:00:00,0,0,0,0,0,1,0,,2026-11-07 00:00:00,22171,358,0,0,0,1.492,0
2026-11-14 00:00:00,6872,52,40,21833,0,1.33,0,,2026-11-14 00:00:00,6872,52,40,13569,0,1.75,0,,2026-11-14 00:00:00,6872,52,40,4842,0,8.66,0,,2026-11-14 00:00:00,6872,52,40,13569,0,2.19,0,,2026-11-14 00:00:00,6872,52,40,21833,0,5.278,0,,2026-11-14 00:00:00,6872,52,40,21833,0,1.103,0,,2026-11-14 00:00:00,0,0,0,0,0,1,0,,2026-11-14 00:00:00,22102,357,0,0,0,1.492,0
